105,8000,458250,0,0,23,1
106,8000,466250,10,0,24,1
107,8000,474250,0,0,25,1
108,8000,482250,10,0,26,1
109,8000,490250,0,0,27,1
110,8000,498250,10,1,28,1
111,8000,506250,0,0,29,1
112,8000,514250,10,0,30,1
113,8000,522250,0,0,21,1
114,8000,530250,10,0,22,1
115,8000,538250,0,0,23,1
116,8000,546250,10,0,24,1
117,8000,554250,0,0,25,1
118,8000,562250,10,0,26,1
119,8000,570250,0,0,27,1
120,8000,578250,10,1,28,1
121,8000,586250,0,0,29,1
122,8000,594250,10,0,30,1
123,8000,602250,0,0,21,1
124,8000,610250,10,0,22,1
125,8100,618250,0,0,23,1
126,8100,626350,10,0,24,1
127,8100,634450,0,0,25,1
128,8100,642550,10,0,26,1
129,8100,650650,0,0,27,1
130,8500,658750,10,1,28,1
131,8500,667250,0,0,29,1
132,8500,675750,10,0,30,1
133,8500,684250,0,0,21,1
134,8500,692750,10,0,22,1
135,9000,701250,0,0,23,1
136,9000,710250,10,0,24,1
137,9000,719250,0,0,25,1
138,9000,728250,10,0,26,1
139,9000,737250,0,0,27,1
140,9500,746250,10,1,28,1
141,9500,755750,0,0,29,1
142,9500,765250,10,0,30,1
143,9500,774750,0,0,21,1
144,9500,784250,10,0,22,1
145,10000,793750,0,0,23,1
146,10000,803750,10,0,24,1
147,10000,813750,0,0,25,1
148,10000,823750,10,0,26,1
149,10000,833750,0,0,27,1
150,10500,843750,10,1,28,1
151,10500,854250,0,0,29,1
152,10500,864750,10,0,30,1
153,10500,875250,0,0,21,1
154,10500,885750,10,0,22,1
155,11000,896250,0,0,23,1
156,11000,907250,10,0,24,1
157,11000,918250,0,0,25,1
158,11000,929250,10,0,26,1
159,11000,940250,0,0,27,1
160,11500,951250,10,1,28,1
161,11500,962750,0,0,29,1
162,11500,974250,10,0,30,1
163,11500,985750,0,0,21,1
164,11500,997250,10,0,22,1
165,12000,1008750,0,0,23,1
166,12000,1020750,10,0,24,1
167,12000,1032750,0,0,25,1
168,12000,1044750,10,0,26,1
169,12000,1056750,0,0,27,1
170,12500,1068750,10,1,28,1
171,12500,1081250,0,0,29,1
172,12500,1093750,10,0,30,1
173,12500,1106250,0,0,21,1
174,12500,1118750,10,0,22,1
175,13000,1131250,0,0,23,1
176,13000,1144250,10,0,24,1
177,13000,1157250,0,0,25,1
178,13000,1170250,10,0,26,1
179,13000,1183250,0,0,27,1
180,14000,1196250,10,1,28,1
181,14000,1210250,0,0,29,1
182,14000,1224250,10,0,30,1
183,14000,1238250,0,0,21,1
184,14000,1252250,10,0,22,1
185,15000,1266250,0,0,23,1
186,15000,1281250,10,0,24,1
187,15000,1296250,0,0,25,1
188,15000,1311250,10,0,26,1
189,15000,1326250,0,0,27,1
190,16000,1341250,10,1,28,1
191,16000,1357250,0,0,29,1
192,16000,1373250,10,0,30,1
193,16000,1389250,0,0,21,1
194,16000,1405250,10,0,22,1
195,17000,1421250,0,0,23,1
196,17000,1438250,10,0,24,1
197,17000,1455250,0,0,25,1
198,17000,1472250,10,0,26,1
199,17000,1489250,0,0,27,1
200,18000,1506250,10,1,28,1
201,18000,1524250,0,0,29,1
202,18000,1542250,10,0,30,1
203,18000,1560250,0,0,21,1
204,18000,1578250,10,0,22,1
205,19000,1596250,0,0,23,1
206,19000,1615250,10,0,24,1
207,19000,1634250,0,0,25,1
208,19000,1653250,10,0,26,1
209,19000,1672250,0,0,27,1
210,20000,1691250,10,1,28,1
211,20000,1711250,0,0,29,1
212,20000,1731250,10,0,30,1
213,20000,1751250,0,0,21,1
214,20000,1771250,10,0,22,1
215,21000,1791250,0,0,23,1
216,21000,1812250,10,0,24,1
217,21000,1833250,0,0,25,1
218,21000,1854250,10,0,26,1
219,21000,1875250,0,0,27,1
220,22000,1896250,10,1,28,1
221,22000,1918250,0,0,29,1
222,22000,1940250,10,0,30,1
223,22000,1962250,0,0,21,1
224,22000,1984250,10,0,22,1
225,23000,2006250,0,0,23,1
226,23000,2029250,10,0,24,1
227,23000,2052250,0,0,25,1
228,23000,2075250,10,0,26,1
229,23000,2098250,0,0,27,1
230,24000,2121250,10,1,28,1
231,24000,2145250,0,0,29,1
232,24000,2169250,10,0,30,1
233,24000,2193250,0,0,21,1
234,24000,2217250,10,0,22,1
235,25000,2241250,0,0,23,1
236,25000,2266250,10,0,24,1
237,25000,2291250,0,0,25,1
238,25000,2316250,10,0,26,1
239,25000,2341250,0,0,27,1
240,26000,2366250,10,1,28,1
241,26000,2392250,0,0,29,1
242,26000,2418250,10,0,30,1
243,26000,2444250,0,0,21,1
244,26000,2470250,10,0,22,1
245,27000,2496250,0,0,23,1
246,27000,2523250,10,0,24,1
247,27000,2550250,0,0,25,1
248,27000,2577250,10,0,26,1
249,27000,2604250,0,0,27,1
250,28000,2631250,10,1,28,1
251,28000,2659250,0,0,29,1
252,28000,2687250,10,0,30,1
253,28000,2715250,0,0,21,1
254,28000,2743250,10,0,22,1
255,29000,2771250,0,0,23,1
256,29000,2800250,10,0,24,1
257,29000,2829250,0,0,25,1
258,29000,2858250,10,0,26,1
259,29000,2887250,0,0,27,1
260,30000,2916250,10,1,28,1
261,30000,2946250,0,0,29,1
262,30000,2976250,10,0,30,1
263,30000,3006250,0,0,21,1
264,30000,3036250,10,0,22,1
265,31000,3066250,0,0,23,1
266,31000,3097250,10,0,24,1
267,31000,3128250,0,0,25,1
268,31000,3159250,10,0,26,1
269,31000,3190250,0,0,27,1
270,32000,3221250,10,1,28,1
271,32000,3253250,0,0,29,1
272,32000,3285250,10,0,30,1
273,32000,3317250,0,0,21,1
274,32000,3349250,10,0,22,1
275,33000,3381250,0,0,23,1
276,33000,3414250,10,0,24,1
277,33000,3447250,0,0,25,1
278,33000,3480250,10,0,26,1
279,33000,3513250,0,0,27,1
280,34000,3546250,10,1,28,1
281,34000,3580250,0,0,29,1
282,34000,3614250,10,0,30,1
283,34000,3648250,0,0,21,1
284,34000,3682250,10,0,22,1
285,35000,3716250,0,0,23,1
286,35000,3751250,10,0,24,1
287,35000,3786250,0,0,25,1
288,35000,3821250,10,0,26,1
289,35000,3856250,0,0,27,1
290,36000,3891250,10,1,28,1
291,36000,3927250,0,0,29,1
292,36000,3963250,10,0,30,1
293,36000,3999250,0,0,21,1
294,36000,4035250,10,0,22,1
295,37000,4071250,0,0,23,1
296,37000,4108250,10,0,24,1
297,37000,4145250,0,0,25,1
298,37000,4182250,10,0,26,1
299,37000,4219250,0,0,27,1
300,38000,4256250,10,1,28,1
301,38000,4294250,0,0,29,1
302,38000,4332250,10,0,30,1
303,38000,4370250,0,0,21,1
304,38000,4408250,10,0,22,1
305,39000,4446250,0,0,23,1
306,39000,4485250,10,0,24,1
307,39000,4524250,0,0,25,1
308,39000,4563250,10,0,26,1
309,39000,4602250,0,0,27,1
310,40000,4641250,10,1,28,1
311,40000,4681250,0,0,29,1
312,40000,4721250,10,0,30,1
313,40000,4761250,0,0,21,1
314,40000,4801250,10,0,22,1
315,41000,4841250,0,0,23,1
316,41000,4882250,10,0,24,1
317,41000,4923250,0,0,25,1
318,41000,4964250,10,0,26,1
319,41000,5005250,0,0,27,1
320,42000,5046250,10,1,28,1
321,42000,5088250,0,0,29,1
322,42000,5130250,10,0,30,1
323,42000,5172250,0,0,21,1
324,42000,5214250,10,0,22,1
325,43000,5256250,0,0,23,1
326,43000,5299250,10,0,24,1
327,43000,5342250,0,0,25,1
328,43000,5385250,10,0,26,1
329,43000,5428250,0,0,27,1
330,44000,5471250,10,1,28,1
331,44000,5515250,0,0,29,1
332,44000,5559250,10,0,30,1
333,44000,5603250,0,0,21,1
334,44000,5647250,10,0,22,1
335,45000,5691250,0,0,23,1
336,45000,5736250,10,0,24,1
337,45000,5781250,0,0,25,1
338,45000,5826250,10,0,26,1
339,45000,5871250,0,0,27,1
340,46000,5916250,10,1,28,1
341,46000,5962250,0,0,29,1
342,46000,6008250,10,0,30,1
343,46000,6054250,0,0,21,1
344,46000,6100250,10,0,22,1
345,47000,6146250,0,0,23,1
346,47000,6193250,10,0,24,1
347,47000,6240250,0,0,25,1
348,47000,6287250,10,0,26,1
349,47000,6334250,0,0,27,1
350,48000,6381250,10,1,28,1
351,48000,6429250,0,0,29,1
352,48000,6477250,10,0,30,1
353,48000,6525250,0,0,21,1
354,48000,6573250,10,0,22,1
355,49000,6621250,0,0,23,1
356,49000,6670250,10,0,24,1
357,49000,6719250,0,0,25,1
358,49000,6768250,10,0,26,1
359,49000,6817250,0,0,27,1
360,50000,6866250,10,1,28,1
361,50000,6916250,0,0,29,1
362,50000,6966250,10,0,30,1
363,50000,7016250,0,0,21,1
364,50000,7066250,10,0,22,1
365,51000,7116250,0,0,23,1
366,51000,7167250,10,0,24,1
367,51000,7218250,0,0,25,1
368,51000,7269250,10,0,26,1
369,51000,7320250,0,0,27,1
370,52000,7371250,10,1,28,1
371,52000,7423250,0,0,29,1
372,52000,7475250,10,0,30,1
373,52000,7527250,0,0,21,1
374,52000,7579250,10,0,22,1
375,53000,7631250,0,0,23,1
376,53000,7684250,10,0,24,1
377,53000,7737250,0,0,25,1
378,53000,7790250,10,0,26,1
379,53000,7843250,0,0,27,1
380,54000,7896250,10,1,28,1
381,54000,7950250,0,0,29,1
382,54000,8004250,10,0,30,1
383,54000,8058250,0,0,21,1
384,54000,8112250,10,0,22,1
385,55000,8166250,0,0,23,1
386,55000,8221250,10,0,24,1
387,55000,8276250,0,0,25,1
388,55000,8331250,10,0,26,1
389,55000,8386250,0,0,27,1
390,56000,8441250,10,1,28,1
391,56000,8497250,0,0,29,1
392,56000,8553250,10,0,30,1
393,56000,8609250,0,0,21,1
394,56000,8665250,10,0,22,1
395,57000,8721250,0,0,23,1
396,57000,8778250,10,0,24,1
397,57000,8835250,0,0,25,1
398,57000,8892250,10,0,26,1
399,57000,8949250,0,0,27,1
400,58000,9006250,10,1,28,1
401,58000,9064250,0,0,29,1
402,58000,9122250,10,0,30,1
403,58000,9180250,0,0,21,1
404,58000,9238250,10,0,22,1
405,59000,9296250,0,0,23,1
406,59000,9355250,10,0,24,1
407,59000,9414250,0,0,25,1
408,59000,9473250,10,0,26,1
409,59000,9532250,0,0,27,1
410,60000,9591250,10,1,28,1
411,60000,9651250,0,0,29,1
412,60000,9711250,10,0,30,1
413,60000,9771250,0,0,21,1
414,60000,9831250,10,0,22,1
415,61000,9891250,0,0,23,1
416,61000,9952250,10,0,24,1
417,61000,10013250,0,0,25,1
418,61000,10074250,10,0,26,1
419,61000,10135250,0,0,27,1
420,62000,10196250,10,1,28,1
421,62000,10258250,0,0,29,1
422,62000,10320250,10,0,30,1
423,62000,10382250,0,0,21,1
424,62000,10444250,10,0,22,1
425,63000,10506250,0,0,23,1
426,63000,10569250,10,0,24,1
427,63000,10632250,0,0,25,1
428,63000,10695250,10,0,26,1
429,63000,10758250,0,0,27,1
430,64000,10821250,10,1,28,1
431,64000,10885250,0,0,29,1
432,64000,10949250,10,0,30,1
433,64000,11013250,0,0,21,1
434,64000,11077250,10,0,22,1
435,65000,11141250,0,0,23,1
436,65000,11206250,10,0,24,1
437,65000,11271250,0,0,25,1
438,65000,11336250,10,0,26,1
439,65000,11401250,0,0,27,1
440,66000,11466250,10,1,28,1
441,66000,11532250,0,0,29,1
442,66000,11598250,10,0,30,1
443,66000,11664250,0,0,21,1
444,66000,11730250,10,0,22,1
445,67000,11796250,0,0,23,1
446,67000,11863250,10,0,24,1
447,67000,11930250,0,0,25,1
448,67000,11997250,10,0,26,1
449,67000,12064250,0,0,27,1
450,68000,12131250,10,1,28,1
451,68000,12199250,0,0,29,1
452,68000,12267250,10,0,30,1
453,68000,12335250,0,0,21,1
454,68000,12403250,10,0,22,1
455,69000,12471250,0,0,23,1
456,69000,12540250,10,0,24,1
457,69000,12609250,0,0,25,1
458,69000,12678250,10,0,26,1
459,69000,12747250,0,0,27,1
460,70000,12816250,10,1,28,1
461,70000,12886250,0,0,29,1
462,70000,12956250,10,0,30,1
463,70000,13026250,0,0,21,1
464,70000,13096250,10,0,22,1
465,71000,13166250,0,0,23,1
466,71000,13237250,10,0,24,1
467,71000,13308250,0,0,25,1
468,71000,13379250,10,0,26,1
469,71000,13450250,0,0,27,1
470,72000,13521250,10,1,28,1
471,72000,13593250,0,0,29,1
472,72000,13665250,10,0,30,1
473,72000,13737250,0,0,21,1
474,72000,13809250,10,0,22,1
475,73000,13881250,0,0,23,1
476,73000,13954250,10,0,24,1
477,73000,14027250,0,0,25,1
478,73000,14100250,10,0,26,1
479,73000,14173250,0,0,27,1
480,74000,14246250,10,1,28,1
481,74000,14320250,0,0,29,1
482,74000,14394250,10,0,30,1
483,74000,14468250,0,0,21,1
484,74000,14542250,10,0,22,1
485,75000,14616250,0,0,23,1
486,75000,14691250,10,0,24,1
487,75000,14766250,0,0,25,1
488,75000,14841250,10,0,26,1
489,75000,14916250,0,0,27,1
490,76000,14991250,10,1,28,1
491,76000,15067250,0,0,29,1
492,76000,15143250,10,0,30,1
493,76000,15219250,0,0,21,1
494,76000,15295250,10,0,22,1
495,77000,15371250,0,0,23,1
496,77000,15448250,10,0,24,1
497,77000,15525250,0,0,25,1
498,77000,15602250,10,0,26,1
499,77000,15679250,0,0,27,1
500,78000,15756250,10,1,28,1
501,78000,15834250,0,0,29,1
502,78000,15912250,10,0,30,1
503,78000,15990250,0,0,21,1
504,78000,16068250,10,0,22,1
505,78000,16146250,0,0,23,1
506,78000,16224250,10,0,24,1
507,78000,16302250,0,0,25,1
508,78000,16380250,10,0,26,1
509,78000,16458250,0,0,27,1
510,79000,16536250,10,1,28,1
511,79000,16615250,0,0,29,1
512,79000,16694250,10,0,30,1
513,79000,16773250,0,0,21,1
514,79000,16852250,10,0,22,1
515,79000,16931250,0,0,23,1
516,79000,17010250,10,0,24,1
517,79000,17089250,0,0,25,1
518,79000,17168250,10,0,26,1
519,79000,17247250,0,0,27,1
520,80000,17326250,10,1,28,1
521,80000,17406250,0,0,29,1
522,80000,17486250,10,0,30,1
523,80000,17566250,0,0,21,1
524,80000,17646250,10,0,22,1
525,80000,17726250,0,0,23,1
526,80000,17806250,10,0,24,1
527,80000,17886250,0,0,25,1
528,80000,17966250,10,0,26,1
529,80000,18046250,0,0,27,1
530,81000,18126250,10,1,28,1
531,81000,18207250,0,0,29,1
532,81000,18288250,10,0,30,1
533,81000,18369250,0,0,21,1
534,81000,18450250,10,0,22,1
535,81000,18531250,0,0,23,1
536,81000,18612250,10,0,24,1
537,81000,18693250,0,0,25,1
538,81000,18774250,10,0,26,1
539,81000,18855250,0,0,27,1
540,82000,18936250,10,1,28,1
541,82000,19018250,0,0,29,1
542,82000,19100250,10,0,30,1
543,82000,19182250,0,0,21,1
544,82000,19264250,10,0,22,1
545,82000,19346250,0,0,23,1
546,82000,19428250,10,0,24,1
547,82000,19510250,0,0,25,1
548,82000,19592250,10,0,26,1
549,82000,19674250,0,0,27,1
550,83000,19756250,10,1,28,1
551,83000,19839250,0,0,29,1
552,83000,19922250,10,0,30,1
553,83000,20005250,0,0,21,1
554,83000,20088250,10,0,22,1
555,83000,20171250,0,0,23,1
556,83000,20254250,10,0,24,1
557,83000,20337250,0,0,25,1
558,83000,20420250,10,0,26,1
559,83000,20503250,0,0,27,1
560,84000,20586250,10,1,28,1
561,84000,20670250,0,0,29,1
562,84000,20754250,10,0,30,1
563,84000,20838250,0,0,21,1
564,84000,20922250,10,0,22,1
565,84000,21006250,0,0,23,1
566,84000,21090250,10,0,24,1
567,84000,21174250,0,0,25,1
568,84000,21258250,10,0,26,1
569,84000,21342250,0,0,27,1
570,85000,21426250,10,1,28,1
571,85000,21511250,0,0,29,1
572,85000,21596250,10,0,30,1
573,85000,21681250,0,0,21,1
574,85000,21766250,10,0,22,1
575,85000,21851250,0,0,23,1
576,85000,21936250,10,0,24,1
577,85000,22021250,0,0,25,1
578,85000,22106250,10,0,26,1
579,85000,22191250,0,0,27,1
580,86000,22276250,10,1,28,1
581,86000,22362250,0,0,29,1
582,86000,22448250,10,0,30,1
583,86000,22534250,0,0,21,1
584,86000,22620250,10,0,22,1
585,86000,22706250,0,0,23,1
586,86000,22792250,10,0,24,1
587,86000,22878250,0,0,25,1
588,86000,22964250,10,0,26,1
589,86000,23050250,0,0,27,1
590,87000,23136250,10,1,28,1
591,87000,23223250,0,0,29,1
592,87000,23310250,10,0,30,1
593,87000,23397250,0,0,21,1
594,87000,23484250,10,0,22,1
595,87000,23571250,0,0,23,1
596,87000,23658250,10,0,24,1
597,87000,23745250,0,0,25,1
598,87000,23832250,10,0,26,1
599,87000,23919250,0,0,27,1
600,88000,24006250,10,1,28,1
601,88000,24094250,0,0,29,1
602,88000,24182250,10,0,30,1
603,88000,24270250,0,0,21,1
604,88000,24358250,10,0,22,1
605,88000,24446250,0,0,23,1
606,88000,24534250,10,0,24,1
607,88000,24622250,0,0,25,1
608,88000,24710250,10,0,26,1
609,88000,24798250,0,0,27,1
610,89000,24886250,10,1,28,1
611,89000,24975250,0,0,29,1
612,89000,25064250,10,0,30,1
613,89000,25153250,0,0,21,1
614,89000,25242250,10,0,22,1
615,89000,25331250,0,0,23,1
616,89000,25420250,10,0,24,1
617,89000,25509250,0,0,25,1
618,89000,25598250,10,0,26,1
619,89000,25687250,0,0,27,1
620,90000,25776250,10,1,28,1
621,90000,25866250,0,0,29,1
622,90000,25956250,10,0,30,1
623,90000,26046250,0,0,21,1
624,90000,26136250,10,0,22,1
625,90000,26226250,0,0,23,1
626,90000,26316250,10,0,24,1
627,90000,26406250,0,0,25,1
628,90000,26496250,10,0,26,1
629,90000,26586250,0,0,27,1
630,91000,26676250,10,1,28,1
631,91000,26767250,0,0,29,1
632,91000,26858250,10,0,30,1
633,91000,26949250,0,0,21,1
634,91000,27040250,10,0,22,1
635,91000,27131250,0,0,23,1
636,91000,27222250,10,0,24,1
637,91000,27313250,0,0,25,1
638,91000,27404250,10,0,26,1
639,91000,27495250,0,0,27,1
640,92000,27586250,10,1,28,1
641,92000,27678250,0,0,29,1
642,92000,27770250,10,0,30,1
643,92000,27862250,0,0,21,1
644,92000,27954250,10,0,22,1
645,92000,28046250,0,0,23,1
646,92000,28138250,10,0,24,1
647,92000,28230250,0,0,25,1
648,92000,28322250,10,0,26,1
649,92000,28414250,0,0,27,1
650,93000,28506250,10,1,28,1
651,93000,28599250,0,0,29,1
652,93000,28692250,10,0,30,1
653,93000,28785250,0,0,21,1
654,93000,28878250,10,0,22,1
655,93000,28971250,0,0,23,1
656,93000,29064250,10,0,24,1
657,93000,29157250,0,0,25,1
658,93000,29250250,10,0,26,1
659,93000,29343250,0,0,27,1
660,94000,29436250,10,1,28,1
661,94000,29530250,0,0,29,1
662,94000,29624250,10,0,30,1
663,94000,29718250,0,0,21,1
664,94000,29812250,10,0,22,1
665,94000,29906250,0,0,23,1
666,94000,30000250,10,0,24,1
667,94000,30094250,0,0,25,1
668,94000,30188250,10,0,26,1
669,94000,30282250,0,0,27,1
670,95000,30376250,10,1,28,1
671,95000,30471250,0,0,29,1
672,95000,30566250,10,0,30,1
673,95000,30661250,0,0,21,1
674,95000,30756250,10,0,22,1
675,95000,30851250,0,0,23,1
676,95000,30946250,10,0,24,1
677,95000,31041250,0,0,25,1
678,95000,31136250,10,0,26,1
679,95000,31231250,0,0,27,1
680,96000,31326250,10,1,28,1
681,96000,31422250,0,0,29,1
682,96000,31518250,10,0,30,1
683,96000,31614250,0,0,21,1
684,96000,31710250,10,0,22,1
685,96000,31806250,0,0,23,1
686,96000,31902250,10,0,24,1
687,96000,31998250,0,0,25,1
688,96000,32094250,10,0,26,1
689,96000,32190250,0,0,27,1
690,97000,32286250,10,1,28,1
691,97000,32383250,0,0,29,1
692,97000,32480250,10,0,30,1
693,97000,32577250,0,0,21,1
694,97000,32674250,10,0,22,1
695,97000,32771250,0,0,23,1
696,97000,32868250,10,0,24,1
697,97000,32965250,0,0,25,1
698,97000,33062250,10,0,26,1
699,97000,33159250,0,0,27,1
700,98000,33256250,10,1,28,1
701,98000,33354250,0,0,29,1
702,98000,33452250,10,0,30,1
703,98000,33550250,0,0,21,1
704,98000,33648250,10,0,22,1
705,98000,33746250,0,0,23,1
706,98000,33844250,10,0,24,1
707,98000,33942250,0,0,25,1
708,98000,34040250,10,0,26,1
709,98000,34138250,0,0,27,1
710,99000,34236250,10,1,28,1
711,99000,34335250,0,0,29,1
712,99000,34434250,10,0,30,1
713,99000,34533250,0,0,21,1
714,99000,34632250,10,0,22,1
715,99000,34731250,0,0,23,1
716,99000,34830250,10,0,24,1
717,99000,34929250,0,0,25,1
718,99000,35028250,10,0,26,1
719,99000,35127250,0,0,27,1
720,100000,35226250,10,1,28,1
721,100000,35326250,0,0,29,1
722,100000,35426250,10,0,30,1
723,100000,35526250,0,0,21,1
724,100000,35626250,10,0,22,1
725,100000,35726250,0,0,23,1
726,100000,35826250,10,0,24,1
727,100000,35926250,0,0,25,1
728,100000,36026250,10,0,26,1
729,100000,36126250,0,0,27,1
730,101000,36226250,10,1,28,1
731,101000,36327250,0,0,29,1
732,101000,36428250,10,0,30,1
733,101000,36529250,0,0,21,1
734,101000,36630250,10,0,22,1
735,101000,36731250,0,0,23,1
736,101000,36832250,10,0,24,1
737,101000,36933250,0,0,25,1
738,101000,37034250,10,0,26,1
739,101000,37135250,0,0,27,1
740,102000,37236250,10,1,28,1
741,102000,37338250,0,0,29,1
742,102000,37440250,10,0,30,1
743,102000,37542250,0,0,21,1
744,102000,37644250,10,0,22,1
745,102000,37746250,0,0,23,1
746,102000,37848250,10,0,24,1
747,102000,37950250,0,0,25,1
748,102000,38052250,10,0,26,1
749,102000,38154250,0,0,27,1
750,103000,38256250,10,1,28,1
751,103000,38359250,0,0,29,1
752,103000,38462250,10,0,30,1
753,103000,38565250,0,0,21,1
754,103000,38668250,10,0,22,1
755,103000,38771250,0,0,23,1
756,103000,38874250,10,0,24,1
757,103000,38977250,0,0,25,1
758,103000,39080250,10,0,26,1
759,103000,39183250,0,0,27,1
760,104000,39286250,10,1,28,1
761,104000,39390250,0,0,29,1
762,104000,39494250,10,0,30,1
763,104000,39598250,0,0,21,1
764,104000,39702250,10,0,22,1
765,104000,39806250,0,0,23,1
766,104000,39910250,10,0,24,1
767,104000,40014250,0,0,25,1
768,104000,40118250,10,0,26,1
769,104000,40222250,0,0,27,1
770,105000,40326250,10,1,28,1
771,105000,40431250,0,0,29,1
772,105000,40536250,10,0,30,1
773,105000,40641250,0,0,21,1
774,105000,40746250,10,0,22,1
775,105000,40851250,0,0,23,1
776,105000,40956250,10,0,24,1
777,105000,41061250,0,0,25,1
778,105000,41166250,10,0,26,1
779,105000,41271250,0,0,27,1
780,106000,41376250,10,1,28,1
781,106000,41482250,0,0,29,1
782,106000,41588250,10,0,30,1
783,106000,41694250,0,0,21,1
784,106000,41800250,10,0,22,1
785,106000,41906250,0,0,23,1
786,106000,42012250,10,0,24,1
787,106000,42118250,0,0,25,1
788,106000,42224250,10,0,26,1
789,106000,42330250,0,0,27,1
790,107000,42436250,10,1,28,1
791,107000,42543250,0,0,29,1
792,107000,42650250,10,0,30,1
793,107000,42757250,0,0,21,1
794,107000,42864250,10,0,22,1
795,107000,42971250,0,0,23,1
796,107000,43078250,10,0,24,1
797,107000,43185250,0,0,25,1
798,107000,43292250,10,0,26,1
799,107000,43399250,0,0,27,1
800,108000,43506250,10,1,28,1
801,108000,43614250,0,0,29,1
802,108000,43722250,10,0,30,1
803,108000,43830250,0,0,21,1
804,108000,43938250,10,0,22,1
805,108000,44046250,0,0,23,1
806,108000,44154250,10,0,24,1
807,108000,44262250,0,0,25,1
808,108000,44370250,10,0,26,1
809,108000,44478250,0,0,27,1
810,109000,44586250,10,1,28,1
811,109000,44695250,0,0,29,1
812,109000,44804250,10,0,30,1
813,109000,44913250,0,0,21,1
814,109000,45022250,10,0,22,1
815,109000,45131250,0,0,23,1
816,109000,45240250,10,0,24,1
817,109000,45349250,0,0,25,1
818,109000,45458250,10,0,26,1
819,109000,45567250,0,0,27,1
820,110000,45676250,10,1,28,1
821,110000,45786250,0,0,29,1
822,110000,45896250,10,0,30,1
823,110000,46006250,0,0,21,1
824,110000,46116250,10,0,22,1
825,110000,46226250,0,0,23,1
826,110000,46336250,10,0,24,1
827,110000,46446250,0,0,25,1
828,110000,46556250,10,0,26,1
829,110000,46666250,0,0,27,1
830,111000,46776250,10,1,28,1
831,111000,46887250,0,0,29,1
832,111000,46998250,10,0,30,1
833,111000,47109250,0,0,21,1
